,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
90,4847,Stacks,STX,stacks,275,2019-10-28T00:00:00.000Z,"['mineable', 'platform', 'collectibles-nfts', 'gaming', 'smart-contracts', 'layer-2', 'metaverse', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'hashkey-capital-portfolio', 'huobi-capital-portfolio', 'usv-portfolio', 'web3', 'injective-ecosystem', 'bitcoin-ecosystem', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,1814605788.19049,1814570813.19049,True,483271213.83,,91,1048765672.09,279315778.5238492,,2026-01-02T13:34:00.000Z,0.2663281092784277,9631330.50794956,-38.0023,0.81777818,8.44940182,5.21416413,-15.02291598,-31.77577277,-56.03483649,483280528.65446424,0.0159,483271213.83,,2026-01-02T13:34:00.000Z,,,,,,2026-01-02 13:36:01.529495
91,29420,Virtuals Protocol,VIRTUAL,virtual-protocol,714,2024-02-15T07:33:29.000Z,"['ai-big-data', 'gaming', 'ethereum-ecosystem', 'solana-ecosystem', 'metaverse', 'generative-ai', 'base-ecosystem', 'ai-agents', 'virtuals-protocol-ecosystem', 'ai-agent-launchpad', 'binance-ecosystem', 'binance-listing', 'robotics']",1000000000.0,656101378.8092347,1000000000.0,False,731683921.92,,92,1000000000.0,731683921.9210463,,2026-01-02T13:34:00.000Z,0.7316839219210463,64989074.0251944,37.5632,2.11305238,11.1207174,3.62802427,-24.03875078,-48.13541258,-34.46582825,480058830.0249469,0.0158,731683921.92,,2026-01-02T13:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x44ff8620b8cA30902395A7bD3F2407e1A091BF73,2026-01-02 13:36:01.529495
92,7226,Injective,INJ,injective,555,2020-09-29T00:00:00.000Z,"['pos', 'platform', 'ai-big-data', 'smart-contracts', 'cosmos', 'binance-smart-chain', 'binance-launchpad', 'binance-labs-portfolio', 'cms-holdings-portfolio', 'pantera-capital-portfolio', 'web3', 'injective-ecosystem', 'real-world-assets-protocols', 'layer-1', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,99970935.41,100000000.0,False,462885744.07,,93,,,,2026-01-02T13:35:00.000Z,4.628857440659636,48547198.4855821,13.9338,1.61655269,7.81332436,-1.53350336,-20.77126616,-36.27076407,-64.52684694,462751208.22228235,0.0153,462885744.07,,2026-01-02T13:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xe28b3b32b6c345a34ff64674606124dd5aceca30,2026-01-02 13:36:01.529495
93,10804,FLOKI,FLOKI,floki-inu,686,2021-07-09T00:00:00.000Z,"['defi', 'gaming', 'memes', 'ethereum-ecosystem', 'metaverse', 'doggone-doggerel', 'play-to-earn', 'bnb-chain-ecosystem', 'dwf-labs-portfolio', 'paal-ecosystem', 'tokenfi-launchpad', 'animal-memes', 'binance-ecosystem', 'binance-listing']",,9539886982597.188,9653348992138.404,False,461744523.63,,94,9317621738535.4,445685825.1486467,,2026-01-02T13:34:00.000Z,4.78325733384732e-05,106410709.72116032,283.7028,5.7901541,20.38645301,18.75397451,-0.31556936,-25.15239933,-53.97012437,456317343.7358258,0.015,461744523.63,,2026-01-02T13:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,2026-01-02 13:36:01.529495
94,29270,Aerodrome Finance,AERO,aerodrome-finance,434,2024-02-02T07:15:19.000Z,"['defi', 'amm', 'base-ecosystem', 'binance-alpha', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,911601725.5843862,1814169285.4461882,True,889779922.82,,95,159975820.01,78461957.17398202,,2026-01-02T13:34:00.000Z,0.4904613532787481,40257598.57848056,7.4569,0.0460339,18.28405047,0.44164522,-26.79307729,-45.25911116,-57.47864538,447105415.9813601,0.0147,889779922.82,,2026-01-02T13:34:00.000Z,27716.0,Base,-,base,0x940181a94a35a4569e4529a3cdfb74e38fd98631,2026-01-02 13:36:01.529495
95,4066,Chiliz,CHZ,chiliz,571,2019-07-01T00:00:00.000Z,"['sports', 'communications-social-media', 'collectibles-nfts', 'content-creation', 'payments', 'layer-1', 'alleged-sec-securities', 'binance-ecosystem', 'binance-listing']",,10193671030.0,10193671030.0,True,442186460.81,,96,10193433123.0,442176140.7540918,,2026-01-02T13:35:00.000Z,0.04337852962966771,153601559.7702685,4.2743,-0.98750242,4.45048925,21.01693545,40.70162127,44.56538614,-3.09757382,442186460.8099404,0.0146,442186460.81,,2026-01-02T13:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3506424f91fd33084466f402d5d97f05f8e3b4af,2026-01-02 13:36:01.529495
96,38515,DoubleZero,2Z,doublezero,165,2025-09-29T01:04:27.000Z,"['hardware', 'solana-ecosystem', 'dragonfly-capital-portfolio', 'multicoin-capital-portfolio', 'binance-alpha-airdrops', 'binance-ecosystem', 'binance-listing']",10000000000.0,3471417500.0,9999523484.4,False,1262201339.3,,97,3470940984.4,438123513.1818269,0.26501568,2026-01-02T13:34:00.000Z,0.12622614880257393,16356493.97588757,-21.1954,1.28286442,3.16993703,8.44542438,-10.60612692,-22.67458127,-75.01875785,438183661.9108592,0.0144,1262261488.03,1653425414.0,2026-01-02T13:34:00.000Z,5426.0,Solana,SOL,solana,J6pQQ3FAcJQeWPPGppWRb4nM8jU3wLyYbRrLh7feMfvd,2026-01-02 13:36:01.529495
97,22861,Celestia,TIA,celestia,335,2023-10-31T16:51:41.000Z,"['platform', 'cosmos-ecosystem', 'layer-1', 'modular-blockchain', 'egirl-capital-portfolio', 'data-availability', 'cmc-crypto-awards-2024', 'binance-ecosystem', 'binance-listing']",,861787788.312725,1158437754.76906,False,582859950.53,,98,141043527.75,70965076.25710247,,2026-01-02T13:34:00.000Z,0.5031430891525079,46356888.84540626,6.1951,1.62144712,6.1510988,9.28294272,-19.04983759,-42.65777886,-65.86886098,433602570.005572,0.0143,582859950.53,,2026-01-02T13:34:00.000Z,12220.0,Osmosis,OSMO,osmosis,ibc/D79E7D83AB399BFFF93433E54FAA480C191248FC556924A2A8351AE2638B3877,2026-01-02 13:36:01.529495
98,3871,AB,AB,newton,69,2019-04-17T00:00:00.000Z,"['mineable', 'marketplace', 'enterprise-solutions', 'bnb-chain-ecosystem', 'binance-alpha', 'binance-alpha-airdrops', 'binance-ecosystem']",98823661261.46,94328773259.95,98823661261.46,False,445405995.55,,99,94328773259.95,425147182.6319727,,2026-01-02T13:34:00.000Z,0.004507078465447204,7594566.34031658,-29.7477,-0.06590455,0.18946982,-3.00261219,-13.4608117,-21.21601468,-46.0520723,425147182.6319727,0.014,445405995.55,,2026-01-02T13:34:00.000Z,1839.0,BNB Smart Chain (BEP20),BNB,bnb,0x95034f653d5d161890836ad2b6b8cc49d14e029a,2026-01-02 13:36:01.529495
99,22691,Starknet,STRK,starknet-token,298,2024-02-20T12:19:19.000Z,"['privacy', 'zero-knowledge-proofs', 'quantum-resistant', 'dapp', 'ethereum-ecosystem', 'layer-2', 'rollups', 'modular-blockchain', 'starknet-ecosystem', 'binance-ecosystem', 'binance-listing', 'privacy-blockchain']",10000000000.0,5042911293.348971,10000000000.0,False,828561229.72,,100,5042911293.35,417836078.25866663,,2026-01-02T13:34:00.000Z,0.08285612297199434,42636023.94178743,8.63,1.2327014,4.1443364,3.83762485,-33.9940405,-22.43701523,-44.23420227,417836078.2585814,0.0138,828561229.72,,2026-01-02T13:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xCa14007Eff0dB1f8135f4C25B34De49AB0d42766,2026-01-02 13:36:01.529495
0,1,Bitcoin,BTC,bitcoin,12510,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19970525.0,19970525.0,False,1784526369797.97,,1,,,,2026-01-02T13:36:00.000Z,89358.00985692517,27744290937.643265,-2.696,-0.02891336,1.71497331,0.64954792,-4.06597216,-17.22190732,-27.03140621,1784526369797.9705,58.8401,1876518206995.43,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:37:02.171509
1,1027,Ethereum,ETH,ethereum,11334,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120694892.55857356,120694892.55857356,True,367961454419.18,,2,,,,2026-01-02T13:35:00.000Z,3048.6911800398207,15018976540.92514,8.8144,-0.10735486,2.32198378,2.38917858,-1.42197477,-17.99799184,-32.31778339,367961454419.177,12.1326,367961454419.18,,2026-01-02T13:35:00.000Z,,,,,,2026-01-02 13:37:02.171509
2,825,Tether USDt,USDT,tether,164836,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,187101343451.70065,189851513995.835,True,189677351206.08,,3,,,,2026-01-02T13:35:00.000Z,0.9990826368139561,65807043096.02069,4.7306,0.01118227,0.06178067,-0.03883093,-0.11837914,-0.10084715,-0.14758434,186929703567.15872,6.1635,189677351206.08,,2026-01-02T13:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-02 13:37:02.171509
3,1839,BNB,BNB,bnb,3040,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137734512.59,137734512.59,137734512.59,False,119890128563.12,,4,,,,2026-01-02T13:36:00.000Z,870.4436259923052,1648321684.5901585,-22.1678,0.14576547,1.36807345,3.39119119,-3.68866775,-14.42191167,-24.20581669,119890128563.12242,3.9531,119890128563.12,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:37:02.171509
4,52,XRP,XRP,xrp,1777,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60676393849.0,99985734415.0,False,190030152938.87,,5,,,,2026-01-02T13:35:00.000Z,1.900572657196562,1798132076.1221209,-8.0015,0.31344251,2.51060928,1.45091813,-12.71826243,-21.20492795,-36.64637377,115319895086.69907,3.8024,190057265719.66,,2026-01-02T13:35:00.000Z,,,,,,2026-01-02 13:37:02.171509
5,3408,USDC,USDC,usd-coin,35947,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,75238190448.38695,75238190448.38695,False,75215860241.67,,6,60901219650.23,60883144563.41836,,2026-01-02T13:35:00.000Z,0.9997032064888773,7052318171.457703,-7.8458,-0.01404899,0.00211952,-0.04788727,-0.01844703,-0.02810804,-0.01040513,75215860241.67325,2.48,75215860241.67,,2026-01-02T13:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-01-02 13:37:02.171509
6,5426,Solana,SOL,solana,1070,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,563155444.4284632,617409239.2990017,True,79245706497.21,,7,525236893.3,67415202168.36731,,2026-01-02T13:36:00.000Z,128.35199322120297,3201894499.2415977,-3.9787,0.28851425,2.75164719,3.47712708,-9.48087087,-27.13171199,-44.04099278,72282123785.76566,2.3833,79245706497.21,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:37:02.171509
7,1958,TRON,TRX,tron,1273,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94695156045.58687,94695155429.40906,True,26967896433.67,,8,94667886298.43,26960130554.87399,,2026-01-02T13:36:00.000Z,0.28478644246777807,439253888.38426876,6.1748,0.01250864,0.21828224,2.30901719,1.58321793,-2.29784751,-16.43578784,26967896609.15379,0.8892,26967896433.67,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:37:02.171509
8,74,Dogecoin,DOGE,dogecoin,1363,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168149723126.57907,168149723126.57907,True,22170797725.25,,9,,,,2026-01-02T13:35:00.000Z,0.1318515268000663,2124811329.6767979,77.5362,1.27241063,9.21758022,4.8543112,-11.99272406,-24.45053478,-47.51040849,22170797725.247868,0.731,22170797725.25,,2026-01-02T13:35:00.000Z,,,,,,2026-01-02 13:37:02.171509
9,2010,Cardano,ADA,cardano,1656,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,35943276887.330574,44994348263.84309,False,16400523091.56,,10,37997904336.0,13850306350.459824,,2026-01-02T13:36:00.000Z,0.3645018479963317,631494844.3502843,1.2225,0.95159097,7.04070345,2.24797316,-16.43247355,-36.72346222,-57.01019691,13101390848.47583,0.432,16402583159.83,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:37:02.171509
10,1831,Bitcoin Cash,BCH,bitcoin-cash,1109,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19975290.625,19975290.625,False,11887924561.12,,11,,,,2026-01-02T13:35:00.000Z,595.1314944193533,338714603.23461425,27.632,0.18708305,0.48648643,-1.50579729,0.81342034,13.89037579,0.80761231,11887924561.117147,0.392,12497761382.81,,2026-01-02T13:35:00.000Z,,,,,,2026-01-02 13:37:02.171509
11,1975,Chainlink,LINK,chainlink,2175,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,13015468043.74,,12,,,,2026-01-02T13:36:00.000Z,13.015468043740945,662730832.5416996,50.4344,0.50114233,6.32294874,4.54196294,-10.48768871,-18.97411134,-41.00918432,9216252537.199549,0.3039,13015468043.74,,2026-01-02T13:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2026-01-02 13:37:02.171509
12,3957,UNUS SED LEO,LEO,unus-sed-leo,65,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921733225.9,985239504.0,False,9472987396.05,,13,,,,2026-01-02T13:36:00.000Z,9.614908210230185,538943.34311022,-54.9605,-0.14803691,1.08975316,13.73475859,2.10462776,0.84469114,-0.0696393,8862380361.347864,0.2922,9472987396.05,,2026-01-02T13:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-01-02 13:37:02.171509
13,32196,Hyperliquid,HYPE,hyperliquid,222,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.86,339347639.0,961671487.86,False,23553275836.47,,14,333931719.0,8178661827.289153,,2026-01-02T13:35:00.000Z,24.492018463478615,262170111.96439797,63.3031,-0.08029256,-4.44670964,-2.30577733,-28.19905021,-40.7495621,-49.5614284,8311308639.925876,0.274,23553275836.47,,2026-01-02T13:35:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2026-01-02 13:37:02.171509
14,1437,Zcash,ZEC,zcash,559,2016-10-29T00:00:00.000Z,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'quantum-resistant', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",21000000.0,16466891.5405448,16466891.5405448,False,8178011840.62,,15,,,,2026-01-02T13:35:00.000Z,496.63361299745713,580084791.6992594,7.2285,-0.6751781,-5.89650118,11.02076541,45.69439654,26.18759794,243.17892941,8178011840.618027,0.2696,10429305872.95,,2026-01-02T13:35:00.000Z,,,,,,2026-01-02 13:37:02.171509
15,328,Monero,XMR,monero,347,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,7762183907.2,,16,,,,2026-01-02T13:35:00.000Z,420.7888327711327,65632689.94198555,17.5802,0.06741291,-0.88743569,-4.45063848,3.91213248,20.20939193,30.11818025,7762183907.204052,0.2559,7762183907.2,,2026-01-02T13:35:00.000Z,,,,,,2026-01-02 13:37:02.171509
16,512,Stellar,XLM,stellar,792,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'iso-20022']",50001806812.0,32384997074.914433,50001786883.65895,False,10586367290.69,,17,31531408660.0,6675822886.973268,,2026-01-02T13:35:00.000Z,0.21171977944144496,149067071.86710963,-0.9899,0.85744753,3.56602551,-2.13137662,-17.30044908,-27.28904934,-46.62716469,6856544437.912724,0.2261,10586371509.91,,2026-01-02T13:35:00.000Z,,,,,,2026-01-02 13:37:02.171509
17,29470,Ethena USDe,USDe,ethena-usde,256,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem', 'binance-listing', 'xlayer-ecosystem', 'plasma-ecosystem']",,6302830416.684977,6302830416.684977,True,6294097235.93,,18,,,,2026-01-02T13:35:00.000Z,0.998614403343225,56436867.00395044,-1.2795,-0.00098296,0.03695637,-0.00342213,-0.09510988,-0.08247604,-0.17537045,6294097235.931398,0.2075,6294097235.93,,2026-01-02T13:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2026-01-02 13:37:02.171509
18,2,Litecoin,LTC,litecoin,1485,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'privacy', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",84000000.0,76693195.73347135,84000000.0,False,6723559456.73,,19,,,,2026-01-02T13:36:00.000Z,80.04237448488159,305463883.5106695,12.2882,0.34019544,2.96534084,3.54683142,-6.19449505,-12.96000751,-32.48391651,6138705493.340837,0.2024,6723559456.73,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:37:02.171509
19,20947,Sui,SUI,sui,877,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3792183074.7738876,10000000000.0,False,15202132585.18,,20,3792183074.77,5764926988.993447,,2026-01-02T13:35:00.000Z,1.5202132585181416,526360958.3908271,23.698,0.66118339,8.22168992,8.12137026,-11.17570281,-30.10509676,-57.26798482,5764926988.999357,0.1901,15202132585.18,,2026-01-02T13:35:00.000Z,,,,,,2026-01-02 13:37:02.171509
20,5805,Avalanche,AVAX,avalanche,1030,2020-07-13T00:00:00.000Z,"['smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets-protocols', 'layer-1', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",715748719.0,430108368.7741656,461777468.7741656,False,6179191077.64,,21,,,,2026-01-02T13:35:00.000Z,13.381317832694078,603531649.3713392,177.5222,0.00793751,8.27795016,7.43228582,-5.5889713,-23.54469556,-56.03741174,5755416785.068703,0.1898,9577661097.28,,2026-01-02T13:35:00.000Z,,,,,,2026-01-02 13:37:02.171509
21,37263,Canton,CC,canton-network,58,2025-07-08T04:07:45.000Z,"['proof-of-authority', 'store-of-value', 'enterprise-solutions', 'privacy', 'interoperability', 'scaling', 'smart-contracts', 'layer-1', 'binance-ecosystem', 'binance-listing', 'privacy-blockchain']",,36886351621.29408,36886351621.29408,True,5614532439.67,,22,36882806616.49,5613992848.639708,,2026-01-02T13:35:00.000Z,0.15221164991629835,61867334.15594806,10.9885,-3.15456017,-12.93376105,58.62575034,89.51108656,0.36420742,0.36420742,5614532439.669899,0.1851,5614532439.67,,2026-01-02T13:35:00.000Z,,,,,,2026-01-02 13:37:02.171509
